DemandNumber,RRD_Market,DU_Lead,Demand_Owner,DEMAND_SUB_SEGMENTATION,Demand_Category,Demand_Alert,CRSD_Date,RHL_Y_Date,Capability,Dmd_Skill,Dmd_Level,Dmd_Location,Client_Interview_(Y/N)
R40416892,Europe,james74@example.net,Anthony Robinson,Add-up,Captive,Client Interview - OR,12/9/2024 4:04,10/27/2024 18:03,Microsoft Business Apps,Microsoft Power BI,7,Coimbatore,No
R40558838,Europe,nsmith@example.org,Kaitlyn Larson,New Deal,Captive,Open For Internal Fulfillment,2/15/2024 12:13,10/16/2024 12:50,Microsoft Business Apps,Microsoft Azure PaaS,5,Hyderabad,Yes
R40110125,AA&ME,smithjill@example.net,Elizabeth Boyd,Project Initiated,Global-Captive,Open For Internal Fulfillment,11/6/2024 0:55,4/9/2024 18:39,Microsoft Business Apps,Microsoft Robotic Process Automation Advanced,9,Mumbai,No
R40051057,North America Market,jasonthompson@example.net,Karen Howard,Project Initiated,Global Clients,Project - OR,10/17/2024 8:50,12/23/2024 14:19,Microsoft Platform,Microsoft Front End Development (FED) Angular,9,Hyderabad,Yes
R40588673,Growth Markets,yhunter@example.com,Robert Owens,Employee Initiated,Global Clients,Client Interview - OR,1/14/2024 16:25,2/4/2024 4:21,Microsoft Platform,ASP.NET MVC,7,Coimbatore,No
R40389136,Europe,xfrederick@example.net,Robert Brown,Ramp-up,Global-Captive,Open For Internal Fulfillment,12/21/2024 9:19,9/23/2024 8:24,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,9,Ahmedabad,No
R40558587,AA&ME,jameswilson@example.net,Kristina Parker,Attrition,Domestic Clients,Open For Internal Fulfillment,3/24/2024 16:39,10/5/2024 5:05,Microsoft Business Apps,Microsoft ASP.NET,8,Ahmedabad,Yes
R40831706,Growth Markets,deborah24@example.org,Jessica Morris,Employee Initiated,Captive,Open For Internal Fulfillment,7/9/2024 18:50,7/14/2024 13:43,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,10,Bengaluru,Yes
R40987231,AVANADE,angela19@example.net,Hannah Reynolds,Project Initiated,Global Clients,Project - OR,5/2/2024 21:15,10/17/2024 8:49,Microsoft Business Apps,Microsoft SDET,10,Gurugram,No
R40455152,Europe,csummers@example.net,Jose Sims,Ramp-up,Domestic Clients,Open For Internal Fulfillment,10/7/2024 2:01,8/17/2024 17:28,Microsoft Platform,Microsoft ASP.NET,9,Gurugram,No
R40090722,Growth Markets,phammatthew@example.net,Justin Lopez,Ramp-up,Global Clients,Client Interview - OR,10/13/2024 6:44,11/24/2024 6:44,Microsoft Platform,ASP.NET MVC,9,Gurugram,Yes
R40337778,Europe,alison17@example.com,Carolyn Barajas,Add-up,Captive,Project - OR,2/24/2024 13:31,5/28/2024 0:10,Microsoft Platform,Microsoft Azure DevOps,10,Chennai,Yes
R40907099,Growth Markets,theresa81@example.org,John Wise,Attrition,Domestic Clients,Client Interview - OR,7/11/2024 10:55,6/9/2024 14:19,Microsoft Business Apps,Microsoft Azure PaaS,4,Kolkata,No
R40511517,AA&ME,troy48@example.com,Ronnie Porter,Ramp-up,Global Clients,Project - OR,9/18/2024 2:09,1/30/2024 10:53,Microsoft Platform,Microsoft Dynamics 365 ERP Technical,6,Coimbatore,No
R40526451,Growth Markets,tblair@example.org,David Krueger,Ramp-up,Captive,Client Interview - OR,8/4/2024 15:11,7/11/2024 23:31,Microsoft Business Apps,Microsoft Dynamics CRM Functional,6,Pune,No
R40964592,North America Market,hensleytracy@example.org,Douglas Malone,Employee Initiated,Domestic Clients,Client Interview - OR,2/10/2024 10:19,7/12/2024 10:44,Microsoft Platform,Microsoft Dynamics CRM Technical,6,Hyderabad,No
R40377581,AVANADE,floyddenise@example.org,Ms. Brandy Hoffman,Ramp-up,Captive,Project - OR,7/28/2024 13:23,1/29/2024 14:36,Microsoft Business Apps,Sitecore,8,Bengaluru,No
R40493631,Europe,murillosteven@example.com,Amanda Barrett,Project Initiated,Global-Captive,Project - OR,6/11/2024 4:50,12/21/2024 3:27,Microsoft Business Apps,Microsoft Front End Development (FED) Angular,5,Kolkata,No
R40433263,Growth Markets,briangaines@example.com,Amy Rodgers,Add-up,Global Clients,Open For Internal Fulfillment,3/29/2024 17:08,8/11/2024 23:33,Microsoft Business Apps,Sitecore,9,Kolkata,No
R40087422,Europe,yulaura@example.com,Erik Scott,Project Initiated,Captive,Project - OR,1/7/2024 14:52,6/3/2024 13:04,Microsoft Platform,Microsoft Azure Analytics Services,10,Mumbai,Yes
R40878585,AA&ME,jonesjeremy@example.org,Daniel Henderson,Employee Initiated,Domestic Clients,Project - OR,3/20/2024 21:39,9/15/2024 11:19,Microsoft Platform,Microsoft Power BI,8,Coimbatore,Yes
R40071854,AA&ME,juan78@example.net,James Glover,Attrition,Domestic Clients,Project - OR,9/11/2024 19:43,12/20/2024 13:45,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,8,Ahmedabad,Yes
R40782628,AA&ME,hayley00@example.com,William Riley,Project Initiated,Domestic Clients,Open For Internal Fulfillment,2/6/2024 14:06,4/23/2024 3:55,Microsoft Business Apps,Microsoft Functional Testing,4,Mumbai,No
R40506131,AA&ME,charlescooper@example.org,Mrs. Alicia Chaney,Ramp-up,Global Clients,Client Interview - OR,9/15/2024 3:07,6/5/2024 7:26,Microsoft Platform,Microsoft Power BI,8,Indore,Yes
R40947594,AVANADE,hayleygoodwin@example.net,Felicia Stewart,Ramp-up,Captive,Client Interview - OR,1/25/2024 21:54,1/29/2024 22:08,Microsoft Platform,Microsoft Power Apps,8,Noida,No
R40944034,AVANADE,tylermeadows@example.com,Daniel Mcguire,Add-up,Global Clients,Project - OR,5/1/2024 12:01,5/4/2024 16:02,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,8,Gurugram,Yes
R40800150,Growth Markets,oramirez@example.net,David Willis,Attrition,Global-Captive,Client Interview - OR,10/2/2024 16:59,12/27/2024 1:12,Microsoft Platform,Microsoft 365 SharePoint Online Development,6,Bengaluru,Yes
R40069502,AA&ME,marc33@example.org,Leroy Good,Employee Initiated,Domestic Clients,Client Interview - OR,7/3/2024 11:52,1/28/2024 5:15,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,7,Indore,No
R40731488,AVANADE,lance26@example.org,Melissa Johnson,Add-up,Global Clients,Client Interview - OR,9/18/2024 18:18,2/17/2024 18:27,Microsoft Platform,Microsoft SQL Server,8,Jaipur,No
R40661452,AVANADE,gpadilla@example.net,Dawn Tyler,Add-up,Domestic Clients,Project - OR,11/23/2024 3:16,12/11/2024 3:57,Microsoft Platform,Microsoft Azure DevOps,6,Mumbai,No
R40602623,Europe,skinnerandrew@example.com,Karen George,Attrition,Captive,Open For Internal Fulfillment,8/26/2024 5:20,1/11/2024 9:14,Microsoft Platform,Microsoft SDET,4,Bengaluru,No
R40169370,Europe,jessica81@example.net,Katie Cooper,Project Initiated,Captive,Open For Internal Fulfillment,12/3/2024 11:24,10/22/2024 11:43,Microsoft Platform,Microsoft Azure Analytics Services,5,Gurugram,No
R40601917,Europe,donnaroberts@example.org,Megan Chambers,Employee Initiated,Global-Captive,Open For Internal Fulfillment,12/11/2024 1:20,11/11/2024 21:25,Microsoft Platform,ASP.NET MVC,7,Bengaluru,Yes
R40239363,AA&ME,lisahill@example.com,Anthony Farmer,Employee Initiated,Global-Captive,Client Interview - OR,11/13/2024 10:20,10/16/2024 8:34,Microsoft Business Apps,Microsoft Dynamics CRM Functional,4,Bengaluru,No
R40606908,Europe,linmatthew@example.net,Jade Kaufman,New Deal,Global Clients,Open For Internal Fulfillment,10/14/2024 6:10,6/10/2024 22:09,Microsoft Platform,Microsoft Power Apps,7,Kolkata,No
R40424357,Growth Markets,eric53@example.com,Susan Ramos,Employee Initiated,Global Clients,Open For Internal Fulfillment,6/1/2024 19:34,1/26/2024 20:24,Microsoft Business Apps,Microsoft SDET,5,Kolkata,No
R40820826,Europe,lyonsdennis@example.net,Michael Houston,Employee Initiated,Global Clients,Open For Internal Fulfillment,12/19/2024 15:53,7/27/2024 18:55,Microsoft Platform,Microsoft SQL Server,7,Kolkata,Yes
R40132199,AA&ME,stevenarcher@example.net,Charles Daniel,Attrition,Domestic Clients,Open For Internal Fulfillment,5/18/2024 5:36,4/24/2024 14:38,Microsoft Platform,Microsoft 365 SharePoint Online Development,10,Kolkata,No
R40823171,North America Market,derek52@example.com,Reginald Doyle,Add-up,Global Clients,Project - OR,1/19/2024 14:41,6/15/2024 8:18,Microsoft Platform,Microsoft SQL Server,7,Kolkata,No
R40286397,Europe,cassandra29@example.org,Monique Santos,New Deal,Captive,Open For Internal Fulfillment,2/24/2024 3:26,7/24/2024 11:02,Microsoft Business Apps,Microsoft Power BI,5,Pune,No
R40277636,Europe,ddean@example.org,Belinda Montoya,New Deal,Captive,Client Interview - OR,11/14/2024 15:43,6/24/2024 21:32,Microsoft Platform,Microsoft Functional Testing,9,Ahmedabad,Yes
R40025196,Growth Markets,reideugene@example.com,Andrew Vazquez,Ramp-up,Domestic Clients,Project - OR,8/1/2024 0:31,1/27/2024 12:25,Microsoft Platform,Microsoft SQL Server,10,Coimbatore,Yes
R40930697,Growth Markets,orrdaniel@example.org,Karina Owens,Ramp-up,Global Clients,Project - OR,1/28/2024 12:22,12/10/2024 4:40,Microsoft Business Apps,Microsoft 365 SharePoint Online Development,7,Coimbatore,Yes
R40688974,Europe,roberthansen@example.com,Dominique Hammond,Add-up,Global Clients,Client Interview - OR,6/16/2024 4:36,10/17/2024 6:54,Microsoft Platform,Microsoft ASP.NET,4,Ahmedabad,No
R40157046,Europe,daniellove@example.org,Alan Johnston,Add-up,Domestic Clients,Client Interview - OR,2/24/2024 7:35,10/13/2024 17:13,Microsoft Business Apps,Microsoft SDET,10,Indore,Yes
R40759788,Growth Markets,zwilliams@example.com,Roger Green,Project Initiated,Domestic Clients,Open For Internal Fulfillment,6/2/2024 7:30,3/7/2024 19:41,Microsoft Business Apps,Microsoft Functional Testing,9,Chennai,Yes
R40297356,AA&ME,ylittle@example.net,Joseph Harris,Project Initiated,Global-Captive,Project - OR,11/30/2024 8:49,2/4/2024 10:57,Microsoft Business Apps,Microsoft Azure PaaS,5,Ahmedabad,Yes
R40372040,Growth Markets,josephsimpson@example.net,Nicole Mitchell,Ramp-up,Domestic Clients,Client Interview - OR,2/11/2024 16:04,10/1/2024 4:17,Microsoft Platform,Microsoft 365 SharePoint Online Development,9,Gurugram,No
R40010644,AVANADE,vstephens@example.org,Connor Ingram,Employee Initiated,Captive,Project - OR,2/27/2024 2:45,8/6/2024 11:34,Microsoft Business Apps,Microsoft SDET,10,Chennai,Yes
R40912430,Europe,lorigarcia@example.com,Patricia Underwood,Project Initiated,Captive,Open For Internal Fulfillment,10/27/2024 10:10,8/7/2024 18:01,Microsoft Platform,Microsoft Dynamics 365 Finance Functional,9,Indore,No
R40190147,AA&ME,bsnyder@example.net,Gerald Graham,Project Initiated,Domestic Clients,Project - OR,6/11/2024 1:58,2/1/2024 6:41,Microsoft Platform,Microsoft Azure DevOps,6,Bengaluru,Yes
R40667878,Europe,ashleythornton@example.com,Jason Combs,Employee Initiated,Captive,Client Interview - OR,5/27/2024 19:50,8/16/2024 7:20,Microsoft Platform,Microsoft Dynamics 365 Finance Functional,8,Indore,No
R40767868,Growth Markets,nelsonpeter@example.com,Kim Warren,Ramp-up,Global-Captive,Project - OR,8/10/2024 21:34,12/8/2024 13:58,Microsoft Business Apps,Microsoft Azure IaaS,9,Chennai,Yes
R40215039,Europe,sullivanvickie@example.net,Chad Wallace,Ramp-up,Domestic Clients,Project - OR,4/12/2024 9:57,8/4/2024 20:37,Microsoft Platform,Microsoft Azure Data Services,6,Coimbatore,Yes
R40281106,AA&ME,melissa11@example.com,Alexandra Thompson,Project Initiated,Global Clients,Open For Internal Fulfillment,4/16/2024 9:46,10/31/2024 13:26,Microsoft Platform,ASP.NET MVC,9,Mumbai,No
R40695035,Europe,benjamin09@example.net,Daniel Perry,Attrition,Global-Captive,Client Interview - OR,2/7/2024 21:30,5/29/2024 2:37,Microsoft Platform,Microsoft SQL Server Integration Services SSIS,5,Pune,No
R40758784,AA&ME,theresalozano@example.net,Nicholas Ryan,Add-up,Captive,Open For Internal Fulfillment,6/15/2024 18:18,7/26/2024 15:54,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,9,Pune,No
R40689935,North America Market,nicolelowe@example.com,Kimberly Walker,Ramp-up,Captive,Client Interview - OR,5/28/2024 1:57,4/6/2024 0:39,Microsoft Business Apps,Microsoft Azure Data Services,8,Coimbatore,No
R40186608,Europe,thompsonwilliam@example.com,Regina Miller,Attrition,Global-Captive,Project - OR,7/27/2024 4:50,11/23/2024 10:57,Microsoft Business Apps,Microsoft Azure Analytics Services,5,Noida,No
R40286905,North America Market,hartjonathan@example.net,James Valencia,Employee Initiated,Global Clients,Client Interview - OR,2/23/2024 15:37,3/14/2024 5:50,Microsoft Platform,Microsoft Azure Data Services,4,Hyderabad,Yes
R40794854,AVANADE,curtis62@example.org,Summer White,New Deal,Global Clients,Client Interview - OR,3/4/2024 16:20,10/14/2024 23:51,Microsoft Business Apps,ASP.NET MVC,7,Jaipur,Yes
R40255876,AA&ME,jasonlewis@example.org,Chelsea Smith,Add-up,Global Clients,Project - OR,6/1/2024 13:01,9/19/2024 20:27,Microsoft Business Apps,Microsoft Front End Development React Javascript (FED ReactJS),7,Chennai,Yes
R40529260,North America Market,kevin77@example.org,Gregory Moore,Employee Initiated,Global-Captive,Client Interview - OR,4/14/2024 5:42,8/28/2024 15:38,Microsoft Business Apps,Microsoft Dynamics CRM Technical,10,Gurugram,No
R40431758,Growth Markets,samanthasullivan@example.net,Megan Reid,Employee Initiated,Captive,Client Interview - OR,9/29/2024 5:43,9/6/2024 14:43,Microsoft Business Apps,Microsoft Power BI,5,Jaipur,No
R40077848,AA&ME,apriljuarez@example.com,William Benjamin,Attrition,Domestic Clients,Client Interview - OR,7/10/2024 1:55,5/3/2024 12:20,Microsoft Business Apps,Microsoft Dynamics 365 Finance Functional,8,Kolkata,No
R40505801,Europe,ocontreras@example.net,Lindsay Turner,Employee Initiated,Captive,Project - OR,10/31/2024 4:15,11/9/2024 22:31,Microsoft Business Apps,Microsoft Front End Development React Javascript (FED ReactJS),5,Chennai,No
R40083930,AVANADE,vsmith@example.net,Dylan Larsen,Ramp-up,Global-Captive,Project - OR,2/29/2024 16:13,9/29/2024 3:35,Microsoft Business Apps,Microsoft Azure IaaS,6,Mumbai,Yes
R40923277,Growth Markets,phopkins@example.org,Robert Garcia,New Deal,Domestic Clients,Project - OR,3/17/2024 13:47,5/25/2024 16:50,Microsoft Business Apps,Microsoft Dynamics 365 ERP Technical,4,Pune,Yes
R40814522,Growth Markets,kimberly02@example.com,Lindsey Lawrence,New Deal,Global Clients,Project - OR,4/20/2024 0:06,6/24/2024 13:25,Microsoft Platform,Microsoft Azure Analytics Services,10,Jaipur,Yes
R40462063,Growth Markets,cherrynicholas@example.net,Mark Brown MD,Attrition,Global Clients,Open For Internal Fulfillment,1/31/2024 7:48,9/10/2024 1:04,Microsoft Business Apps,Microsoft Azure DevOps,7,Coimbatore,No
R40162438,Europe,qpatel@example.net,Kimberly Johnson,Attrition,Captive,Client Interview - OR,3/19/2024 6:11,3/11/2024 13:26,Microsoft Business Apps,Microsoft Functional Testing,9,Hyderabad,Yes
R40708794,Europe,joshuahopkins@example.net,Albert Gibson,Add-up,Domestic Clients,Client Interview - OR,3/29/2024 14:30,6/8/2024 17:39,Microsoft Platform,Microsoft Dynamics 365 Operations Functional,8,Gurugram,Yes
R40979566,Growth Markets,mooretimothy@example.net,Sergio Keith,Employee Initiated,Global Clients,Open For Internal Fulfillment,6/5/2024 1:58,4/10/2024 0:16,Microsoft Business Apps,Microsoft Dynamics CRM Technical,10,Pune,Yes
R40889910,Europe,cscott@example.com,Barbara Lane,Employee Initiated,Global Clients,Open For Internal Fulfillment,6/16/2024 10:10,3/6/2024 15:20,Microsoft Platform,Microsoft Robotic Process Automation Advanced,10,Gurugram,Yes
R40032861,AVANADE,michael65@example.com,Adam King,Ramp-up,Captive,Project - OR,1/16/2024 11:50,4/28/2024 20:38,Microsoft Business Apps,Microsoft Power Apps,5,Kolkata,Yes
R40368741,AA&ME,stevengray@example.net,Kathleen Shelton,Project Initiated,Global-Captive,Project - OR,7/15/2024 8:02,9/10/2024 22:43,Microsoft Business Apps,Microsoft Azure DevOps,10,Jaipur,No
R40465900,AVANADE,nicolecantrell@example.net,Michael Meadows,Employee Initiated,Captive,Open For Internal Fulfillment,8/29/2024 4:42,5/28/2024 13:36,Microsoft Business Apps,Microsoft Robotic Process Automation Advanced,8,Ahmedabad,Yes
R40174414,Growth Markets,brios@example.net,Reginald Lewis,Employee Initiated,Global Clients,Open For Internal Fulfillment,9/22/2024 20:09,12/29/2024 12:58,Microsoft Business Apps,Microsoft Power Apps,7,Hyderabad,No
R40147464,Growth Markets,rayperez@example.net,Dr. Christopher Roth Jr.,Employee Initiated,Global Clients,Open For Internal Fulfillment,2/14/2024 22:17,11/16/2024 23:00,Microsoft Platform,Microsoft 365 SharePoint Online Development,4,Bengaluru,Yes
R40606790,AVANADE,herrerakatelyn@example.org,Christina Valenzuela,Attrition,Global-Captive,Client Interview - OR,2/20/2024 8:57,2/8/2024 4:22,Microsoft Business Apps,Microsoft Azure DevOps,8,Noida,Yes
R40549988,North America Market,williamwiley@example.org,Jordan Robinson DDS,Attrition,Global-Captive,Open For Internal Fulfillment,4/6/2024 3:38,8/12/2024 20:48,Microsoft Business Apps,Microsoft Dynamics 365 Operations Functional,4,Pune,No
R40266290,North America Market,john61@example.com,Sarah Levy,Add-up,Captive,Open For Internal Fulfillment,8/1/2024 19:56,1/2/2024 7:40,Microsoft Business Apps,Microsoft SQL Server,8,Jaipur,Yes
R40716752,AVANADE,davilajacqueline@example.net,Scott Mathews,Employee Initiated,Captive,Client Interview - OR,4/13/2024 9:08,8/2/2024 22:31,Microsoft Business Apps,Microsoft SQL Server,6,Noida,Yes
R40238123,North America Market,ashleyhines@example.com,John Jones,Ramp-up,Global-Captive,Project - OR,12/15/2024 16:28,9/20/2024 17:48,Microsoft Platform,Microsoft Front End Development (FED) Angular,10,Bengaluru,No
R40556600,AVANADE,christopherrobbins@example.net,Nicole Richardson,Employee Initiated,Global Clients,Project - OR,8/16/2024 15:05,4/9/2024 12:09,Microsoft Business Apps,Microsoft Azure DevOps,7,Mumbai,No
R40465814,Growth Markets,calebsullivan@example.net,Megan Sherman,Employee Initiated,Captive,Open For Internal Fulfillment,1/16/2024 9:37,7/14/2024 23:41,Microsoft Platform,Microsoft Dynamics 365 Finance Functional,6,Gurugram,Yes
R40602474,North America Market,kellermichael@example.org,Julie Johnson,Ramp-up,Global-Captive,Client Interview - OR,8/26/2024 11:20,6/18/2024 3:00,Microsoft Business Apps,Microsoft 365 SharePoint Online Development,10,Noida,Yes
R40969892,Growth Markets,andersonsara@example.org,Matthew Jones,Add-up,Global-Captive,Project - OR,10/7/2024 7:05,10/11/2024 5:47,Microsoft Business Apps,Microsoft 365 SharePoint Online Development,5,Chennai,Yes
R40355016,AVANADE,mathismichael@example.net,Jack Brewer,Attrition,Global-Captive,Open For Internal Fulfillment,6/18/2024 8:01,2/12/2024 2:04,Microsoft Platform,Microsoft Azure PaaS,5,Chennai,No
R40518431,North America Market,estradajudith@example.com,Mark Ramirez,Employee Initiated,Global Clients,Open For Internal Fulfillment,9/9/2024 10:11,12/13/2024 20:23,Microsoft Platform,Microsoft Dynamics 365 Finance Functional,6,Jaipur,Yes
R40893925,Growth Markets,angela50@example.net,Gabriel Graham,Ramp-up,Global Clients,Open For Internal Fulfillment,3/19/2024 14:25,3/18/2024 5:42,Microsoft Platform,Microsoft Power BI,8,Gurugram,Yes
R40785817,North America Market,traceygarcia@example.org,Aaron Davis,Attrition,Domestic Clients,Client Interview - OR,12/26/2024 6:13,12/22/2024 21:24,Microsoft Platform,Microsoft SQL Server Integration Services SSIS,8,Coimbatore,Yes
